country,institution,programme_name_exact,min_prior_ects,accepts_3yr_bachelor,entry_requirement_note,source_url
Ireland,University of Galway,Business Analytics (MSc),NOT_FOUND,conditional,"""Normally a H2.1 degree (NFQ Level 8 or equivalent). However, candidates with a H2.2 honours degree and who have a minimum of 2 years relevant work experience will also be considered."" Subject requirement: ""The qualification must include an element of quantitative techniques, for example, graduates of Business Studies, Engineering, Computer Science, other Sciences, Mathematics or other courses that have some quantitative content."" No credit figure given; states ""Level 8 honours degree or equivalent""; Irish Level 8 is normally 240 ECTS, so a 180-ECTS licence requires individual equivalency assessment.",https://www.universityofgalway.ie/courses/taught-postgraduate-courses/business-analytics.html
Ireland,University College Cork,MSc Business Analytics (CKL51),NOT_FOUND,conditional,"""Applicants must have a Second Class Honours Grade 2 in a primary honours degree (NFQ, Level 8). The qualification must include one module in a quantitative area, for example, Finance, Mathematics, Statistics, Economics, Engineering, Computer Science, or other Sciences."" RPL considered for applicants with 3 years professional industry experience. No credit figure given; states ""Level 8 honours degree or equivalent""; Irish Level 8 is normally 240 ECTS, so a 180-ECTS licence requires individual equivalency assessment. NOTE: UCC publishes per-country postgraduate comparison tables (Africa/Middle East/India section) but Tunisia is NOT listed among them.",https://www.ucc.ie/en/ckl51/
Ireland,Dublin City University,MSc in Business Analytics and Artificial Intelligence,NOT_FOUND,conditional,"""An NFQ Level 8 2.1 Honours degree (or higher) in a relevant discipline, such as Business, Economics, Mathematics, Engineering, Computer Science, or a related field, or an equivalent international qualification."" Plus: ""Applications from candidates with a 2.2 may be considered in exceptional circumstances... reviewed on a case-by-case basis."" No credit figure given; states ""Level 8 honours degree or equivalent""; Irish Level 8 is normally 240 ECTS, so a 180-ECTS licence requires individual equivalency assessment.",https://business.dcu.ie/course/msc-in-business-analytics/
Ireland,Trinity College Dublin,Business Analytics and AI for Management (M.Sc.),NOT_FOUND,conditional,"""Applicants typically have a strong academic background, normally a minimum 2.1 honours degree or international equivalent, in a quantitative subject such as Economics, Engineering, Mathematics, Computer Science or Business."" Trinity's general postgraduate rule: applicants must ""hold at least a 2.1 honors degree from an Irish university or equivalent result from a university in another country."" No credit figure given; states ""Level 8 honours degree or equivalent""; Irish Level 8 is normally 240 ECTS, so a 180-ECTS licence requires individual equivalency assessment. NOTE: Trinity DOES publish a dedicated Tunisia country page (https://www.tcd.ie/study/country/tunisia/) but it repeats only the generic ""2.1 honours degree or equivalent"" line for postgraduate entry and maps no Tunisian qualification (Licence/Maitrise) to it; it refers Tunisian applicants to a named regional manager for credential assessment.",https://www.tcd.ie/courses/postgraduate/courses/business-analytics-and-ai-for-management-msc/
Ireland,University College Dublin,Business Analytics (MSc) FT - B154,NOT_FOUND,conditional,"""A minimum second class honours primary degree (or equivalent) which includes quantitative techniques. For example graduates of Engineering, Computer Science, other Sciences. For Business studies background students, applicants need to have a background in MIS-Management Information Systems subjects, Maths or other quantitative courses. A student may be asked to undertake the GMAT or GRE at the Director's discretion."" RPL may be awarded for admission and/or credit exemptions. No credit figure given; states ""Level 8 honours degree or equivalent""; Irish Level 8 is normally 240 ECTS, so a 180-ECTS licence requires individual equivalency assessment. NOTE: UCD publishes a Tunisia country page but it covers UNDERGRADUATE entry only (Baccalaureat-based) and gives no postgraduate mapping. On that same UCD Tunisia page UCD itself glosses NFQ Level 8 as ""a 4-year Bachelor degree (NFQ Level 8)"" - UCD's own confirmation that Irish Level 8 means four years / 240 ECTS.",https://www.ucd.ie/courses/b154
Cyprus,University of Nicosia,"Digital Media and Communications (MA, 1.5 Years or 3 Semesters)",NOT_FOUND,yes,"Admission Criteria, in full: ""The minimum general requirement for admission to the post-graduate degree programme is a Bachelor Degree from a recognised university."" No credit volume, no minimum duration, no subject restriction and no grade threshold is attached. A 180-ECTS 3-year licence satisfies this wording; the only variable is whether Esprit School of Business is treated as a recognised university. English: IELTS 6.5+ or equivalent (free NEPTON placement test accepted as substitute).",https://www.unic.ac.cy/digital-media-and-communicationsma-1-5-years-or-3-semesters/
Cyprus,Cyprus University of Technology,MSc Interaction Design (joint programme with Tallinn University),NOT_FOUND,conditional,"""A degree in a related field with a minimum grade point average (GPA) of 6.5/10, or equivalent, from a recognized and accredited university."" Related fields listed: Computer Science, Informatics, Design, Media Studies, Internet Studies, Social Sciences, Psychology, Education. No ECTS floor and no minimum duration of prior study is published. Conditional because the ""related field"" test is a discretionary subject assessment - Business Intelligence is not on the listed field list, though its informatics content may be argued.",https://www.cut.ac.cy/studies/masters/master-programmes/mga-gr-ide/
Greece,Aristotle University of Thessaloniki,Digital Media - Computational Intelligence,NOT_FOUND,conditional,"Graduates Abroad category: ""Graduates of departments of Universities from abroad in a discipline related to Computer Science. That is, a degree (or an international equivalent) is required in computer science or electrical and computer engineering or a numerate physical science discipline)."" Grade floor: ""A Bachelor's degree as described above, with a minimum requirement of a 6.5 grade (or the equivalent for different grading systems)"" and ""The minimum grade of the degree/diploma or first cycle must be at least equal to six (6) in the scale 0-10"". No ECTS floor and no minimum years published. CRITICAL: ""Master's degree is not awarded to a postgraduate student whose title of first-cycle studies (i.e. BSc.) from a foreign Institution has not been recognized by the Hellenic National Academic Recognition and Information Center (DOATAP), according to the Law 3328/2005 (A' 80)"" - DOATAP recognition of the Tunisian licence is a condition of graduating, not merely of entry.",https://dmci-en.csd.auth.gr/candidates/
Greece,Aristotle University of Thessaloniki,"MA in Digital Media, Communication and Journalism",NOT_FOUND,conditional,"""Holders of first cycle degrees (Bachelor's) are admitted to the Program and in particular graduates of the Departments of Journalism, Media or Communication, as well as graduates of humanities and social sciences."" Formal requirement: ""Hold a Bachelor's Degree (BA) from a Greek or a foreign university or advanced technological educational institution, at a 2.1 level or equivalent grade (eg. B, very good, etc) in one of the following disciplines Journalism, Communication, Advertising Marketing, Political, Social and Cultural Studies, Economics, Comparative, European and International Studies, History, Anthropology, Psychology, Sociology, Philosophy, Archeology, History of Arts and Foreign Languages."" No ECTS floor or minimum years published. FLAG: Business Intelligence is not on the eligible discipline list; the nearest listed field is Economics, so subject eligibility is doubtful independently of credit volume.",https://media.jour.auth.gr/admissions/procedures/
Ireland,"Institute of Art, Design + Technology (IADT)",MA in Media Narratives (DL929),NOT_FOUND,conditional,"Minimum entry requirements: ""Undergraduate qualification of 2nd Class Honours or higher at Honours Degree level. Some prior experience in a cognate discipline is desirable."" Alternative: ""Applicants without an appropriate degree qualification may be considered provided they can demonstrate equivalent experience through our RPL (recognition of prior learning) process."" No portfolio required. No credit figure given; states ""Level 8 honours degree or equivalent""; Irish Level 8 is normally 240 ECTS, so a 180-ECTS licence requires individual equivalency assessment.",https://iadt.ie/courses/media-narratives/
Ireland,"Institute of Art, Design + Technology (IADT)",MA Animation (DL931),NOT_FOUND,conditional,"Entry requirements: ""Students with a Level 8 qualification or RPL (to include completed postgraduate study in related Art and Design areas or postgraduate experience working in the animation industry)."" A portfolio containing animation-related project proposals is mandatory. No credit figure given; states ""Level 8 honours degree or equivalent""; Irish Level 8 is normally 240 ECTS, so a 180-ECTS licence requires individual equivalency assessment. Note the portfolio, not the credit count, is the binding selection filter here.",https://iadt.ie/courses/ma-animation/
Ireland,"Institute of Art, Design + Technology (IADT)",MA in Screenwriting for Film + Television,NOT_FOUND,conditional,"Minimum entry requirements: ""Undergraduate qualification of 2nd Class Honours or higher at Honours Degree level."" Applicants may alternatively qualify through the RPL process if they ""can demonstrate Honours Degree equivalence"". No credit figure given; states ""Level 8 honours degree or equivalent""; Irish Level 8 is normally 240 ECTS, so a 180-ECTS licence requires individual equivalency assessment.",https://iadt.ie/courses/screenwriting-for-film-and-television/
Ireland,Maynooth University,MA CRITICAL AND CREATIVE MEDIA (MHS58),NOT_FOUND,conditional,"""Applicants must hold a minimum of a bachelor's degree (NFQ Level 8) (or equivalent) with a minimum of a second-class honours, grade 1 (2:1) in Media Studies, or in a related subject in Humanities, Arts, Social Sciences, or Communication and Information Technology."" RPL route for applicants without a primary degree who have 4+ years relevant experience. No credit figure given; states ""Level 8 honours degree or equivalent""; Irish Level 8 is normally 240 ECTS, so a 180-ECTS licence requires individual equivalency assessment. Subject fit: a Business Intelligence licence would need to be argued under ""Communication and Information Technology"".",https://www.maynoothuniversity.ie/study-maynooth/postgraduate-studies/courses/ma-critical-and-creative-media
Ireland,University College Cork,MA Film & Screen Media (CKE02),NOT_FOUND,conditional,"""An applicant will have a Second Class Honours, Grade I in a primary honours degree (NFQ, Level 8 or equivalent) in the Humanities."" Grade II applicants may be considered via Recognition of Prior Learning. No credit figure given; states ""Level 8 honours degree or equivalent""; Irish Level 8 is normally 240 ECTS, so a 180-ECTS licence requires individual equivalency assessment. FLAG: the degree must be ""in the Humanities"" - a Business Intelligence licence is outside that subject envelope, so subject eligibility is a bigger obstacle here than credit volume.",https://www.ucc.ie/en/cke02/
Ireland,University of Galway,Film Studies: Theory and Practice (MA),NOT_FOUND,conditional,"Minimum entry requirements: ""QQI Level 8 degree or equivalent, H2.2. GPA 3.0 or equivalent international qualification."" No credit figure given; states ""Level 8 honours degree or equivalent""; Irish Level 8 is normally 240 ECTS, so a 180-ECTS licence requires individual equivalency assessment. BRIDGING ROUTE PUBLISHED: applicants holding a Level 7 (ordinary, 180-credit) degree at Merit 1 may enter the Postgraduate Diploma instead, with progression to the MA on achieving 60% in coursework - i.e. Galway explicitly offers a sub-Level-8 pathway, which is the closest published analogue to a 180-ECTS entrant and can add up to a year. Also requires a graded academic essay or 1,000-word film review plus personal statement; IELTS 7.0.",https://www.universityofgalway.ie/courses/taught-postgraduate-courses/film-studies.html
Ireland,Technological University Dublin,Master of Science in Creative Digital Media (Creative Digital Media and UX) - TU294,NOT_FOUND,conditional,"Minimum entry requirements: ""Honours bachelor degree (2.2 grade or higher) in any discipline relevant to multimedia authoring, design, production, architecture, humanities or computer science."" A Statement of Purpose is required and ""satisfying the minimum entry requirement is not a guarantee of a place"". IELTS (Academic) 7.0 for international applicants. No credit figure given; states ""Level 8 honours degree or equivalent""; Irish Level 8 is normally 240 ECTS, so a 180-ECTS licence requires individual equivalency assessment.",https://www.tudublin.ie/study/postgraduate/courses/creative-digital-media/
