track,country,city,institution,institution_type,programme_name_exact,degree_awarded,faculty_or_school,language,duration_months,ects,intake_months,tuition_non_eu_per_year,tuition_source_url,living_cost_estimate_year,app_deadline_non_eu,app_deadline_source_url,min_prior_ects,accepts_3yr_bachelor,english_req,other_tests,portfolio_required,work_experience_required,quantitative_prereqs,programme_url,post_study_work_visa,fit_notes,verified_date,confidence,entry_requirement_note,entry_requirement_source_url,entry_requirement_note,entry_requirement_source_url
A,Belgium,Louvain-la-Neuve,UCLouvain,public,Master [120] in Business Engineering,"Master 120 credits (second-cycle degree, French Community of Belgium)",Louvain School of Management (LSM),EN/FR,24,120,NOT_FOUND,5369 (2026-2027: minerval 1194 + supplementary contribution 4175 for non-EU nationals),https://uclouvain.be/fr/inscriptions/montant-droits-inscription,NOT_FOUND,NOT_FOUND,NOT_FOUND,180,conditional,French B2 (CEFR) required; English B1 strongly recommended for the English-taught courses,NOT_FOUND,n/a,no,NOT_FOUND,https://uclouvain.be/en-prog-2026-ingm2m,"yes - search year permit, max 12 months to seek work or start a company; source https://dofi.ibz.be/en/themes/third-country-nationals/study/search-year-after-higher-studies","Non-Belgian bachelor holders enter only via application review, with up to 60 credits of additional coursework possible. French B2 is an admission requirement, which the applicant meets.",2026-08-16,medium,"Specific access requirements for holders of a non-Belgian university degree (LSM PDF, 2025-26): ""Hold a first cycle university degree (= Bachelor's degree of minimum 180 ECTS-three years of study) in Business and Administration, or equivalent, issued by a recognized academic institution."" Subject minima inside that bachelor: 25 ECTS in Business and Administration; 25 ECTS in Social and behavioural science and law and economics; 30 ECTS in Science (maths/statistics, computer science, physical/life sciences all count). WARNING: ""Professional degrees are not accepted even when they are delivered by a recognized academic institution"", and the awarding institution must be recognised by UNESCO/WHED or AUF AND the degree must already give access to a management master in its home system - both are live risks for a private Tunisian school. GMAT 550 / GMAT Focus 525 / GRE 155 quant compulsory; TOEFL iBT 89 or IELTS 6.5; UCLouvain general rule additionally requires French at B2. Route is ""Access based on application: access may be granted either directly or on the condition of completing additional courses of a maximum of 60 ECTS credits, or refused.""",https://cdn.uclouvain.be/cdn-osis/ppe/2025/lsm/documents/Conditions%20acces%20Mons/M120%20Ingenieur%20de%20gestion%20JOUR%20hors%20diplome%20belge%20Conditions%20d%20acces%20specifiques%2025%2026.pdf,"Specific access requirements for holders of a non-Belgian university degree (LSM PDF, 2025-26): ""Hold a first cycle university degree (= Bachelor's degree of minimum 180 ECTS-three years of study) in Business and Administration, or equivalent, issued by a recognized academic institution."" Subject minima inside that bachelor: 25 ECTS in Business and Administration; 25 ECTS in Social and behavioural science and law and economics; 30 ECTS in Science (maths/statistics, computer science, physical/life sciences all count). WARNING: ""Professional degrees are not accepted even when they are delivered by a recognized academic institution"", and the awarding institution must be recognised by UNESCO/WHED or AUF AND the degree must already give access to a management master in its home system - both are live risks for a private Tunisian school. GMAT 550 / GMAT Focus 525 / GRE 155 quant compulsory; TOEFL iBT 89 or IELTS 6.5; UCLouvain general rule additionally requires French at B2. Route is ""Access based on application: access may be granted either directly or on the condition of completing additional courses of a maximum of 60 ECTS credits, or refused.""",https://cdn.uclouvain.be/cdn-osis/ppe/2025/lsm/documents/Conditions%20acces%20Mons/M120%20Ingenieur%20de%20gestion%20JOUR%20hors%20diplome%20belge%20Conditions%20d%20acces%20specifiques%2025%2026.pdf
A,Belgium,Brussels,Universite libre de Bruxelles (ULB),public,Master in Business engineering,"Master 120 credits (second-cycle degree, French Community of Belgium)",Solvay Brussels School of Economics and Management,EN/FR,24,120,NOT_FOUND,5369 (2026-2027: 1194 base fee + 4175 additional fee for non-EU nationals not exempt under the ARES circular),https://www.ulb.be/en/enrolment/tuitions-fees,NOT_FOUND,NOT_FOUND,NOT_FOUND,180,conditional,NOT_FOUND,NOT_FOUND,n/a,no,NOT_FOUND,https://www.ulb.be/en/programme/ma-inge,"yes - search year permit, max 12 months to seek work or start a company; source https://dofi.ibz.be/en/themes/third-country-nationals/study/search-year-after-higher-studies",Bilingual English/French 120-credit master at Solvay. Admission criteria for foreign bachelor holders are not published on the programme page and must be requested from the school.,2026-08-16,medium,"Access conditions, point C (admission on dossier, decision by jury): ""Admission granted, under the general conditions laid down by the academic authorities, to the holder of a qualification, diploma, degree or certificate awarded outside the French-Speaking Community or awarded abroad if the qualification ... attests to the successful completion of studies and the jury considers them to be worth at least 180 credits. The jury may impose a programme worth a maximum of 60 credits in addition to the Master's programme."" Jury criteria for this master: ""Min 20 ECTS acquired in quantitative methods (mathematics, statistics and econometrics, programming)""; ""Min 12 ECTS acquired in science and technology""; ""ECTS grade of B or higher""; ""GMAT compulsory for holders of non EU BA degrees""; ""Mastery of the French language (written and spoken, level C1)"". The 180 is a jury valuation, not an automatic recognition of the Tunisian Licence.",https://www.ulb.be/en/programme/ma-inge,"Access conditions, point C (admission on dossier, decision by jury): ""Admission granted, under the general conditions laid down by the academic authorities, to the holder of a qualification, diploma, degree or certificate awarded outside the French-Speaking Community or awarded abroad if the qualification ... attests to the successful completion of studies and the jury considers them to be worth at least 180 credits. The jury may impose a programme worth a maximum of 60 credits in addition to the Master's programme."" Jury criteria for this master: ""Min 20 ECTS acquired in quantitative methods (mathematics, statistics and econometrics, programming)""; ""Min 12 ECTS acquired in science and technology""; ""ECTS grade of B or higher""; ""GMAT compulsory for holders of non EU BA degrees""; ""Mastery of the French language (written and spoken, level C1)"". The 180 is a jury valuation, not an automatic recognition of the Tunisian Licence.",https://www.ulb.be/en/programme/ma-inge
A,Belgium,Liege,Universite de Liege (HEC Liege),public,"Master : ingenieur de gestion, a finalite specialisee en digital business","Master 120 credits (second-cycle degree, French Community of Belgium)",HEC Liege - Ecole de gestion de l'Universite de Liege,EN/FR,24,120,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,240,conditional,English B2 (CEFR),NOT_FOUND,n/a,no,NOT_FOUND,https://www.programmes.uliege.be/cocoon/20252026/formations/condac/G2SDBU01.html,"yes - search year permit, max 12 months to seek work or start a company; source https://dofi.ibz.be/en/themes/third-country-nationals/study/search-year-after-higher-studies","Foreign degrees must be valued at a minimum of 240 credits of which 180 first-cycle, so the applicant's 180-ECTS licence is below the stated threshold. Programme is organised essentially in English; the catalogue page consulted is the 2025-2026 edition.",2026-08-16,low,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
B,Netherlands,Rotterdam,"Rotterdam University of Applied Sciences - Willem de Kooning Academy, Piet Zwart Institute",applied-sciences,Master of Arts in Fine Art and Design: Lens-Based Media,"Master of Arts (MA) - registered in RIO, Isat 49114, Brin 22OJ",Willem de Kooning Academy / Piet Zwart Institute,EN,NOT_FOUND,NOT_FOUND,NOT_FOUND,13502 (2026-2027 non-EU/EEA annual tuition fee),https://www.rotterdamuas.com/programmes/master/lens-based-media/programme-costs/,NOT_FOUND,2027-02-15,https://www.pzwart.nl/application/,NOT_FOUND,yes,English proficiency in speaking and writing required; no test score published,NOT_FOUND,yes,no,n/a,https://www.pzwart.nl/lens-based/,"yes - orientation year (zoekjaar) permit, 1 year, free labour-market access; source https://ind.nl/en/residence-permits/work/residence-permit-for-orientation-year","Studio-based master in artistic and experimental still and moving image, directly relevant to the applicant's videography and editing practice. Non-EU applicants face a hard 15 February deadline, three months earlier than EU applicants.",2026-08-16,medium,"No credit volume, year count or subject field is specified. The only degree requirement published is: ""All applicants for the Piet Zwart Institute need to have completed a Bachelor as a minimum degree."" Documents: ""Certified copy of Bachelor diploma (with a certified English translation if your diploma is not in Dutch, English, German, Spanish or French)"" plus official transcripts. Selection is portfolio-driven: maximum 20 artwork samples over maximum 20 pages, one sample per page with title/date/materials, maximum 2 images per work; motivation statement maximum 750 words; CV; English proficiency (TOEFL/IELTS/CAE if required). ""Incomplete applications will not be accepted."" No pre-master or bridging route is offered - the applicant either passes the portfolio review or does not.",https://www.pzwart.nl/lens-based/apply/,"No credit volume, year count or subject field is specified. The only degree requirement published is: ""All applicants for the Piet Zwart Institute need to have completed a Bachelor as a minimum degree."" Documents: ""Certified copy of Bachelor diploma (with a certified English translation if your diploma is not in Dutch, English, German, Spanish or French)"" plus official transcripts. Selection is portfolio-driven: maximum 20 artwork samples over maximum 20 pages, one sample per page with title/date/materials, maximum 2 images per work; motivation statement maximum 750 words; CV; English proficiency (TOEFL/IELTS/CAE if required). ""Incomplete applications will not be accepted."" No pre-master or bridging route is offered - the applicant either passes the portfolio review or does not.",https://www.pzwart.nl/lens-based/apply/
B,Netherlands,Rotterdam,"Rotterdam University of Applied Sciences - Willem de Kooning Academy, Piet Zwart Institute",applied-sciences,Master of Arts in Fine Art and Design: Experimental Publishing,Master of Arts (MA),Willem de Kooning Academy / Piet Zwart Institute,EN,24,120,NOT_FOUND,13502 (2026-2027 non-EU/EEA annual tuition fee),https://www.rotterdamuas.com/programmes/master/lens-based-media/programme-costs/,NOT_FOUND,2027-02-15,https://www.pzwart.nl/application/,NOT_FOUND,yes,English proficiency in speaking and writing required; no test score published,NOT_FOUND,yes,no,n/a,https://www.rotterdamuas.com/programmes/master/experimental-publishing/,"yes - orientation year (zoekjaar) permit, 1 year, free labour-market access; source https://ind.nl/en/residence-permits/work/residence-permit-for-orientation-year",Two-year 120-ECTS master on post-digital publishing and networked media; combines the applicant's coding skills with media production. Non-EU deadline 15 February.,2026-08-16,medium,"Same institute-wide rule as Lens-Based Media, and equally silent on credits: ""All applicants for the Piet Zwart Institute need to have completed a Bachelor as a minimum degree."" No ECTS minimum, no year count, no required subject field. Required documents: portfolio and CV, motivation statement (maximum 750 words), ""Certified copy of Bachelor diploma (with a certified English translation if your diploma is not in Dutch, English, German, Spanish or French)"", official transcripts, passport copy, and TOEFL/IELTS/CAE if needed. ""English is our working language, and proficiency in both speaking and writing is a necessity. All applications should be in English."" Selection is on portfolio and motivation; no bridging route exists.",https://www.pzwart.nl/experimental-publishing/apply/,"Same institute-wide rule as Lens-Based Media, and equally silent on credits: ""All applicants for the Piet Zwart Institute need to have completed a Bachelor as a minimum degree."" No ECTS minimum, no year count, no required subject field. Required documents: portfolio and CV, motivation statement (maximum 750 words), ""Certified copy of Bachelor diploma (with a certified English translation if your diploma is not in Dutch, English, German, Spanish or French)"", official transcripts, passport copy, and TOEFL/IELTS/CAE if needed. ""English is our working language, and proficiency in both speaking and writing is a necessity. All applications should be in English."" Selection is on portfolio and motivation; no bridging route exists.",https://www.pzwart.nl/experimental-publishing/apply/
B,Netherlands,Breda,Breda University of Applied Sciences (BUas),applied-sciences,Master Media Innovation,Master of Arts (MA),Academy for Media and User Experience,EN,12,60,September,17250 (2026-2027 institutional tuition fee for non-EU/EEA students),https://www.buas.nl/en/programmes/master-media-innovation/study-costs,NOT_FOUND,2027-08-15,https://www.buas.nl/en/programmes/master-media-innovation,NOT_FOUND,conditional,NOT_FOUND,NOT_FOUND,no,no,no technical or programming background required,https://www.buas.nl/en/programmes/master-media-innovation,"yes - orientation year (zoekjaar) permit, 1 year, free labour-market access; source https://ind.nl/en/residence-permits/work/residence-permit-for-orientation-year","One-year 60-ECTS media master accepting bachelors in business administration, media, communication or IT, so the applicant's Business Intelligence licence is an explicitly listed background. Graduation project is a media concept with a working prototype.",2026-08-16,high,"No credit volume or year count published. Degree requirement is field-based: applicants must hold ""a bachelor's degree in the field of Business Administration, Media Studies, Communication Studies, ICT, or another media-related field"" - a Business Intelligence Licence plausibly fits the Business Administration / ICT wording, though this is not spelled out. Conditional element: ""Depending on your test results, work experience, and the subject area of your first degree, you may be required to complete an additional course before being admitted to the programme"" - a course-level top-up, not a full bridging year. English: IELTS Academic minimum 6.0 (overall and speaking) unless exempt. The programme states ""no technical or programming background is required"". Recommended deadline 1 July, final deadline 15 August.",https://www.buas.nl/en/programmes/master-media-innovation/admission-requirements,"No credit volume or year count published. Degree requirement is field-based: applicants must hold ""a bachelor's degree in the field of Business Administration, Media Studies, Communication Studies, ICT, or another media-related field"" - a Business Intelligence Licence plausibly fits the Business Administration / ICT wording, though this is not spelled out. Conditional element: ""Depending on your test results, work experience, and the subject area of your first degree, you may be required to complete an additional course before being admitted to the programme"" - a course-level top-up, not a full bridging year. English: IELTS Academic minimum 6.0 (overall and speaking) unless exempt. The programme states ""no technical or programming background is required"". Recommended deadline 1 July, final deadline 15 August.",https://www.buas.nl/en/programmes/master-media-innovation/admission-requirements
B,Netherlands,Amsterdam,Amsterdam University of the Arts (AHK) - Netherlands Film Academy,applied-sciences,Master of Film - Artistic Research in and through Cinema,Master of Film,Netherlands Film Academy,EN,24,120,NOT_FOUND,"8250 (2026-2027 institutional tuition fee, standard AHK master rate)",https://www.ahk.nl/en/study/during-your-study-programme/student-affairs/financial-matters/tuition-fees/,NOT_FOUND,2027-01-12,https://www.filmacademie.ahk.nl/en/master-of-film-artistic-research/master-of-film-artistic-research-in-and-through-cinema/application-admission/,NOT_FOUND,yes,"C1 English; no TOEFL/IELTS required, proficiency assessed through written application and interview",NOT_FOUND,yes,yes,n/a,https://www.filmacademie.ahk.nl/en/master-programmes/master-of-film-artistic-research-in-and-through-cinema/,"yes - orientation year (zoekjaar) permit, 1 year, free labour-market access; source https://ind.nl/en/residence-permits/work/residence-permit-for-orientation-year","Applications for the 2027-2029 intake close 12 January 2027; the school requires at least three to four years of professional practice with moving image, which the applicant does not currently evidence. Non-EU students pay two years of institutional fees.",2026-08-16,high,"No credit volume or year count is published; the binding constraint is professional practice, not credits. The programme is ""open to all (moving image) makers with a bachelor's degree"", and the field is broad: ""not only a degree in film or any of its sub-disciplines, but also in the field of visual arts, digital media or performance arts"". Experience requirement: ""Potential candidates are expected to have at least three or four years of practical experience under their belts"", and ""at least four years of professional practice in the visual arts and/or (also) working with visual media"". Explicit waiver of the degree itself: ""Makers who do not hold a bachelor's degree, but do have five years of relevant experience may also apply. An additional competence test may be required in that case."" So a 180 ECTS holder is not excluded on credits, but a Business Intelligence background with no artistic practice would fail on the portfolio/practice criterion.",https://www.filmacademie.ahk.nl/en/master-of-film-artistic-research/master-of-film-artistic-research-in-and-through-cinema/application-admission/,"No credit volume or year count is published; the binding constraint is professional practice, not credits. The programme is ""open to all (moving image) makers with a bachelor's degree"", and the field is broad: ""not only a degree in film or any of its sub-disciplines, but also in the field of visual arts, digital media or performance arts"". Experience requirement: ""Potential candidates are expected to have at least three or four years of practical experience under their belts"", and ""at least four years of professional practice in the visual arts and/or (also) working with visual media"". Explicit waiver of the degree itself: ""Makers who do not hold a bachelor's degree, but do have five years of relevant experience may also apply. An additional competence test may be required in that case."" So a 180 ECTS holder is not excluded on credits, but a Business Intelligence background with no artistic practice would fail on the portfolio/practice criterion.",https://www.filmacademie.ahk.nl/en/master-of-film-artistic-research/master-of-film-artistic-research-in-and-through-cinema/application-admission/
B,Netherlands,Rotterdam,Erasmus University Rotterdam,public,Master Media & Business (MA Media Studies),Master of Arts (MA),"Erasmus School of History, Culture and Communication (ESHCC)",EN,12,60,September,21000 (2026/27 ESHCC institutional fee) PRIOR_CYCLE,https://www.eur.nl/en/education/practical-matters/registration/tuition-fee/tuition-fee-2026-2027,NOT_FOUND,2027-04-15,https://www.eur.nl/en/master/media-business/application,NOT_FOUND,conditional,IELTS Academic 7.0 overall with 6.5 subscores; TOEFL iBT 100 overall with 23 subscores; test less than two years old,NOT_FOUND,n/a,no,NOT_FOUND,https://www.eur.nl/en/master/media-business,"yes - orientation year (zoekjaar) permit, 1 year, free labour-market access; source https://ind.nl/en/residence-permits/work/residence-permit-for-orientation-year",Media-and-organisations master bridging the applicant's business background with media; a pre-master is required where the prior degree does not align with the specialisation. IELTS 7.0 is the highest English bar found in this territory.,2026-08-16,high,"No credit floor published. ""You are eligible for admission to Media & Business if: You have obtained or will obtain a bachelor's degree from a research university in the social sciences or the humanities. Applicants with a BSc in Business Administration are eligible for admission as well. You have basic knowledge of the field of media and communication and social scientific research methods."" AMBIGUITY: it is not resolved on the page whether a Tunisian Licence in Business Intelligence counts as social sciences/humanities or as equivalent to a BSc Business Administration, nor whether a private business school counts as a ""research university"" - both are decided case by case. IMPORTANT: the frequently-cited ""at least 15 EC in the field of media and communication"" is NOT a general admission floor - it is advice to internal ESHCC students only (""ESHCC students wishing to enter Media & Business are advised to obtain at least 15 EC in the field of media and communication""). Additional criteria: motivation, CV, average grade, international background. English is demanding: IELTS 7.0 overall with 6.5 subscores, or TOEFL iBT 100 with 23 subscores. A pre-master route is listed in the programme navigation.",https://www.eur.nl/en/master/media-business/admission,"No credit floor published. ""You are eligible for admission to Media & Business if: You have obtained or will obtain a bachelor's degree from a research university in the social sciences or the humanities. Applicants with a BSc in Business Administration are eligible for admission as well. You have basic knowledge of the field of media and communication and social scientific research methods."" AMBIGUITY: it is not resolved on the page whether a Tunisian Licence in Business Intelligence counts as social sciences/humanities or as equivalent to a BSc Business Administration, nor whether a private business school counts as a ""research university"" - both are decided case by case. IMPORTANT: the frequently-cited ""at least 15 EC in the field of media and communication"" is NOT a general admission floor - it is advice to internal ESHCC students only (""ESHCC students wishing to enter Media & Business are advised to obtain at least 15 EC in the field of media and communication""). Additional criteria: motivation, CV, average grade, international background. English is demanding: IELTS 7.0 overall with 6.5 subscores, or TOEFL iBT 100 with 23 subscores. A pre-master route is listed in the programme navigation.",https://www.eur.nl/en/master/media-business/admission
B,Netherlands,Maastricht,Maastricht University,public,MA Media Studies: Digital Cultures,Master of Arts (MA),Faculty of Arts and Social Sciences (FASoS),EN,12,NOT_FOUND,September,21500 (2026/27 institutional fee) PRIOR_CYCLE,https://www.maastrichtuniversity.nl/file/overzicht-instellingstarieven-bachelors-en-masters-2026-270pdf,NOT_FOUND,2027-05-01,https://www.maastrichtuniversity.nl/education/master/programmes/media-studies-digital-cultures,NOT_FOUND,conditional,NOT_FOUND,NOT_FOUND,n/a,no,NOT_FOUND,https://www.maastrichtuniversity.nl/education/master/programmes/media-studies-digital-cultures,"yes - orientation year (zoekjaar) permit, 1 year, free labour-market access; source https://ind.nl/en/residence-permits/work/residence-permit-for-orientation-year","One-year MA on digital media cultures, analytical rather than production-oriented. A pre-master exists for applicants whose bachelor does not match.",2026-08-16,medium,"No credit floor published; admission turns entirely on the FIELD of the prior degree. Direct admission: ""You qualify for admission if you have a bachelor's degree from a relevant academic field: media or communications studies, film or television studies, history, social science, humanities or liberal arts."" BRIDGING YEAR - HIGH CONFIDENCE: Business Intelligence is not on that list, and the page states ""Applicants with a relevant university of applied sciences degree (e.g. HBO/Fachhochschule) or an academic BA or BSc Bachelor in a field that does not grant direct admission into this programme, can follow a pre-master year. Once successfully completed, this will guarantee you access to the master's programme Media Studies: Digital Cultures."" So this applicant should expect a full extra pre-master year rather than direct entry. All candidates must also submit an independently written research paper of at least 2,000 words in English; an academic writing assessment and an interview may be added. Non-EU/EEA curriculum incurs a handling fee.",https://www.maastrichtuniversity.nl/education/master/programmes/media-studies-digital-cultures/admission-requirements,"No credit floor published; admission turns entirely on the FIELD of the prior degree. Direct admission: ""You qualify for admission if you have a bachelor's degree from a relevant academic field: media or communications studies, film or television studies, history, social science, humanities or liberal arts."" BRIDGING YEAR - HIGH CONFIDENCE: Business Intelligence is not on that list, and the page states ""Applicants with a relevant university of applied sciences degree (e.g. HBO/Fachhochschule) or an academic BA or BSc Bachelor in a field that does not grant direct admission into this programme, can follow a pre-master year. Once successfully completed, this will guarantee you access to the master's programme Media Studies: Digital Cultures."" So this applicant should expect a full extra pre-master year rather than direct entry. All candidates must also submit an independently written research paper of at least 2,000 words in English; an academic writing assessment and an interview may be added. Non-EU/EEA curriculum incurs a handling fee.",https://www.maastrichtuniversity.nl/education/master/programmes/media-studies-digital-cultures/admission-requirements
B,Netherlands,Amsterdam,University of Amsterdam,public,Master New Media and Digital Culture (Media Studies),Master of Arts (MA),Faculty of Humanities,EN,12,60,September,"25900 (2026/27 institutional fee, one-year Humanities master) PRIOR_CYCLE",https://www.uva.nl/en/education/fees-and-funding/tuition-fees/tuition-fees.html,NOT_FOUND,2026-03-01 PRIOR_CYCLE,https://www.uva.nl/shared-content/programmas/en/masters/new-media-and-digital-culture-media-studies/application-and-admission/application-and-admission.html,180,conditional,advanced academic level; exemption criteria and accepted tests on the Graduate School of Humanities page,NOT_FOUND,n/a,no,NOT_FOUND,https://www.uva.nl/shared-content/programmas/en/masters/new-media-and-digital-culture-media-studies/new-media-and-digital-culture.html,"yes - orientation year (zoekjaar) permit, 1 year, free labour-market access; source https://ind.nl/en/residence-permits/work/residence-permit-for-orientation-year","Entry requires a humanities or social-sciences bachelor with at least 60 ECTS specifically in media, culture and information, which the applicant's Business Intelligence licence does not supply. Non-EU deadline is 1 March, ten weeks earlier than the Dutch deadline.",2026-08-16,high,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
B,Netherlands,Amsterdam,Amsterdam University of Applied Sciences (AUAS/HvA),applied-sciences,Master Digital Design: Interaction Design,"Master (HBO master, Amsterdam University of Applied Sciences)",Faculty of Digital Media and Creative Industries,EN,NOT_FOUND,NOT_FOUND,NOT_FOUND,10648 (2026-2027 institutional tuition fee; programme not listed among the named exceptions),https://www.amsterdamuas.com/study/international-admissions/tuition-fees/tuition-fees,NOT_FOUND,2027-03-01,https://www.amsterdamuas.com/programmes/master-digital-design-interaction-design/enrolment,NOT_FOUND,yes,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,https://www.amsterdamuas.com/programmes/master-digital-design-interaction-design,"yes - orientation year (zoekjaar) permit, 1 year, free labour-market access; source https://ind.nl/en/residence-permits/work/residence-permit-for-orientation-year","Applied-sciences master in interaction design, the production-oriented end of Track B. Non-EU deadline 1 March versus 1 May for EU applicants.",2026-08-16,medium,"No credit volume published and no distinction drawn by degree length: ""To be eligible for the Master's programme in Digital Design, you must hold a Bachelor's degree (or an equivalent international title), demonstrate previous design experience through an annotated portfolio, and have a good command of the English language."" Work experience: ""Ideal candidates have a minimum of 3 years work experience in the design field - for example, Interactive Design, User Research, Product Design, UI Design ... If you do not fulfil the minimum required work experience you may apply with an outstanding design portfolio produced outside a school setting."" English at C1 (TOEFL/IELTS/Cambridge CAE-CPE). Capped at 48 students with a two-phase selection (screening of motivation/CV/documents, then interview). Deadlines: EU 1 May, non-EU 1 March. The barrier for this applicant is the design portfolio, not the credit count.",https://www.amsterdamuas.com/programmes/master-digital-design-interaction-design/admission,"No credit volume published and no distinction drawn by degree length: ""To be eligible for the Master's programme in Digital Design, you must hold a Bachelor's degree (or an equivalent international title), demonstrate previous design experience through an annotated portfolio, and have a good command of the English language."" Work experience: ""Ideal candidates have a minimum of 3 years work experience in the design field - for example, Interactive Design, User Research, Product Design, UI Design ... If you do not fulfil the minimum required work experience you may apply with an outstanding design portfolio produced outside a school setting."" English at C1 (TOEFL/IELTS/Cambridge CAE-CPE). Capped at 48 students with a two-phase selection (screening of motivation/CV/documents, then interview). Deadlines: EU 1 May, non-EU 1 March. The barrier for this applicant is the design portfolio, not the credit count.",https://www.amsterdamuas.com/programmes/master-digital-design-interaction-design/admission
B,Belgium,Brussels,INSAS - Institut National Superieur des Arts du Spectacle,public,Master Cinema - Realisation,"Master 120 credits (Ecole superieure des Arts, French Community of Belgium)",Section Cinema,FR,NOT_FOUND,120,NOT_FOUND,5369 (2026-2027: minerval 1194 + supplementary contribution 4175 per year for non-EU students),https://insas.be/droit-dinscription-aux-etudes/,NOT_FOUND,2026-05-05,https://insas.be/entrer/entrer-au-2eme-cycle-masters/,180,yes,NOT_FOUND,"competitive entrance examination (epreuves d'admission), 50 EUR fee for phase 2",yes,no,n/a,https://insas.be/entrer/entrer-au-2eme-cycle-masters/,"yes - search year permit, max 12 months to seek work or start a company; source https://dofi.ibz.be/en/themes/third-country-nationals/study/search-year-after-higher-studies","French-taught film-directing master that explicitly accepts a recognised 180-ECTS bachelor, matching the applicant's licence and French fluency. Entry is by competitive examination with few places for external applicants; the dates shown are the 2026 round (application 9 March - 5 May 2026, exams 17 August - 11 September 2026).",2026-08-16,medium,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
B,Belgium,Louvain-la-Neuve,IAD - Institut des Arts de Diffusion,private-accredited-by-state,Master Realisation Multimedia,"Master (Ecole superieure des Arts, French Community of Belgium)",Institut des Arts de Diffusion,FR,NOT_FOUND,NOT_FOUND,NOT_FOUND,5369 (2026-2027: minerval 1194 + 4175 supplementary annual contribution for non-EU students; the school notes 2026-2027 amounts are subject to final parliamentary adoption),https://www.iad-arts.be/frais-inscription,NOT_FOUND,2026-08-14,https://www.iad-arts.be/inscriptions-masters,NOT_FOUND,conditional,NOT_FOUND,admission interview / audition (free of charge for first-year master applicants),yes,no,n/a,https://www.iad-arts.be/inscriptions-masters,"yes - search year permit, max 12 months to seek work or start a company; source https://dofi.ibz.be/en/themes/third-country-nationals/study/search-year-after-higher-studies",French-taught audiovisual directing master; entry requires a bachelor or equivalent plus an admission interview. Credit volume and exact official diploma title are not published on the pages consulted; dates shown are the 2026 round (4 May - 14 August 2026).,2026-08-16,low,"No credit figure is published anywhere on the IAD master admissions page or in the official programme guide - verified by reading the full 4-page PDF, which contains no reference to 180 credits. Stated requirement: ""Ce Master, organise a l'IAD, est accessible aux titulaires d'un diplome de bachelier ou d'un titre equivalent"" (Master 120). The general IAD masters page adds: ""La plupart des masters 60 ou 120 organises a l'IAD sont ouverts aux etudiants titulaires d'un bachelier (ou equivalent)."" Two-phase selection: dossier review, then a 25-minute individual interview/audition before an artistic jury (24 Aug - 11 Sept 2026), judged on artistic and technical quality of submitted work. Portfolio must demonstrate competence in two of four options: Effets speciaux VFX, Animation 2D, Animation 3D, Developpement interactif IO. Foreign applicants: ""un detail du cursus s'il s'agit d'une ecole etrangere est necessaire pour valider la candidature."" As a French-Community Ecole superieure des Arts the standard 180-credit first-cycle rule of the Decree of 7 November 2013 would apply, but IAD does not state it, so no number is recorded.",https://www.iad-arts.be/uploads/general_documents/guide-master-realisation-multimedia.pdf,"No credit figure is published anywhere on the IAD master admissions page or in the official programme guide - verified by reading the full 4-page PDF, which contains no reference to 180 credits. Stated requirement: ""Ce Master, organise a l'IAD, est accessible aux titulaires d'un diplome de bachelier ou d'un titre equivalent"" (Master 120). The general IAD masters page adds: ""La plupart des masters 60 ou 120 organises a l'IAD sont ouverts aux etudiants titulaires d'un bachelier (ou equivalent)."" Two-phase selection: dossier review, then a 25-minute individual interview/audition before an artistic jury (24 Aug - 11 Sept 2026), judged on artistic and technical quality of submitted work. Portfolio must demonstrate competence in two of four options: Effets speciaux VFX, Animation 2D, Animation 3D, Developpement interactif IO. Foreign applicants: ""un detail du cursus s'il s'agit d'une ecole etrangere est necessaire pour valider la candidature."" As a French-Community Ecole superieure des Arts the standard 180-credit first-cycle rule of the Decree of 7 November 2013 would apply, but IAD does not state it, so no number is recorded.",https://www.iad-arts.be/uploads/general_documents/guide-master-realisation-multimedia.pdf
