track,country,city,institution,institution_type,programme_name_exact,degree_awarded,faculty_or_school,language,duration_months,ects,intake_months,tuition_non_eu_per_year,tuition_source_url,living_cost_estimate_year,app_deadline_non_eu,app_deadline_source_url,min_prior_ects,accepts_3yr_bachelor,english_req,other_tests,portfolio_required,work_experience_required,quantitative_prereqs,programme_url,post_study_work_visa,fit_notes,verified_date,confidence
B,Ireland,Dun Laoghaire,"Institute of Art, Design + Technology (IADT)",public,MA in Screenwriting for Film + Television,"MA, NFQ Level 9",National Film School at IADT,EN,18,NOT_FOUND,October,16000,https://iadt.ie/courses/screenwriting-for-film-and-television/,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,conditional,NOT_FOUND,Interview required,yes,no,no,https://iadt.ie/courses/screenwriting-for-film-and-television/,"Stamp 1G Third Level Graduate Programme: NFQ Level 9 graduates get 12 months, renewable for a further 12 (24 months max) - https://www.irishimmigration.ie/my-situation-has-changed-since-i-arrived-in-ireland/third-level-graduate-programme/","Portfolio of substantial written material and at least two script ideas required, plus interview; entry is a 2nd class honours degree or higher. Attendance is two full days per week plus Wednesday tutorials over 18 months, which should be checked against non-EU full-time study-visa conditions.",2026-08-16,medium
B,Ireland,Dublin,Technological University Dublin,public,Master of Science in Creative Digital Media (Creative Digital Media and UX) - TU294,"MSc, NFQ Level 9","School of Media, Grangegorman",EN,18,90,September,20250,https://www.tudublin.ie/study/postgraduate/courses/creative-digital-media/,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,conditional,IELTS (Academic) 7.0 overall with no component below 6.5,no,no,no,no,https://www.tudublin.ie/study/postgraduate/courses/creative-digital-media/,"Stamp 1G Third Level Graduate Programme: NFQ Level 9 graduates get 12 months, renewable for a further 12 (24 months max) - https://www.irishimmigration.ie/my-situation-has-changed-since-i-arrived-in-ireland/third-level-graduate-programme/","Conversion masters covering VR/AR development, mobile and web app development and interactive media, open to computer-science as well as design backgrounds. Entry is a 2.2 honours degree; the IELTS 7.0 requirement is the highest in this territory.",2026-08-16,high
B,Ireland,Maynooth,Maynooth University,public,MA CRITICAL AND CREATIVE MEDIA (MHS58),"MA, NFQ Level 9 Taught Masters",Department of Media Studies,EN,12,NOT_FOUND,September,16000,https://www.maynoothuniversity.ie/student-fees-grants/postgraduate/postgraduate-fees-list,NOT_FOUND,2026-06-30 PRIOR_CYCLE,https://www.maynoothuniversity.ie/study-maynooth/postgraduate-studies/courses/ma-critical-and-creative-media,NOT_FOUND,conditional,Maynooth English language requirements; criteria may differ for non-EU applicants,no,no,no,no,https://www.maynoothuniversity.ie/study-maynooth/postgraduate-studies/courses/ma-critical-and-creative-media,"Stamp 1G Third Level Graduate Programme: NFQ Level 9 graduates get 12 months, renewable for a further 12 (24 months max) - https://www.irishimmigration.ie/my-situation-has-changed-since-i-arrived-in-ireland/third-level-graduate-programme/","Creative Media pathway offers hands-on work across film, interactive media, broadcast TV and radio with a creative project alternative to the dissertation. Entry is a 2:1 in Media Studies or a related Humanities, Arts, Social Sciences or Communication and Information Technology subject, so the applicant's Business Intelligence licence would need to be assessed as related.",2026-08-16,medium
B,Ireland,Cork,University College Cork,public,MA Film & Screen Media (CKE02),"MA, NFQ Level 9","School of Film, Music and Theatre",EN,12,90,September,19900,https://www.ucc.ie/en/cke02/,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,conditional,University-approved English language requirements (band not stated on programme page),no,yes,no,no,https://www.ucc.ie/en/cke02/,"Stamp 1G Third Level Graduate Programme: NFQ Level 9 graduates get 12 months, renewable for a further 12 (24 months max) - https://www.irishimmigration.ie/my-situation-has-changed-since-i-arrived-in-ireland/third-level-graduate-programme/","Roughly 40 percent practice-based, with a 40-credit practice option built around a short film plus reflective piece. Entry normally requires a Second Class Honours Grade I primary degree in the Humanities with evidence of film/media study or practical expertise, so admission would rest on the applicant's videography portfolio rather than the Business Intelligence degree.",2026-08-16,medium
B,Ireland,Galway,University of Galway,public,Film Studies: Theory and Practice (MA),"MA, NFQ Level 9","School of English, Media and Creative Arts",EN,12,90,September,20040,https://www.universityofgalway.ie/student-fees/how-much/postgraduate-fees/,NOT_FOUND,rolling - portal opens 1 October for September entry,https://www.universityofgalway.ie/courses/taught-postgraduate-courses/film-studies.html,NOT_FOUND,conditional,IELTS 7.0 overall with no component below 6.5,no,yes,no,no,https://www.universityofgalway.ie/courses/taught-postgraduate-courses/film-studies.html,"Stamp 1G Third Level Graduate Programme: NFQ Level 9 graduates get 12 months, renewable for a further 12 (24 months max) - https://www.irishimmigration.ie/my-situation-has-changed-since-i-arrived-in-ireland/third-level-graduate-programme/","Balances film theory with screenwriting and digital practice modules; final project can be a feature screenplay or video essay. Applicants submit a graded academic essay or 1,000-word film review plus personal statement, and no specific undergraduate discipline is required.",2026-08-16,medium
A,Malta,Msida,University of Malta,public,Master of Science in Strategic Management and Digital Marketing,"M.Sc., MQF/EQF Level 7","Faculty of Economics, Management and Accountancy",EN,18,90,October,10800,https://www.um.edu.mt/courses/overview/pmscsmndmkftt8-2026-7-o/,NOT_FOUND,NOT_FOUND,NOT_FOUND,180,conditional,University of Malta English language requirements for international applicants,no,no,no,no explicit quantitative prerequisite; programme contains Digital Analytics for Marketing Management and Data Analytics and Insight Communication units,https://www.um.edu.mt/courses/overview/pmscsmndmkftt8-2026-7-o/,NOT_FOUND,"Closest Maltese match to Track A: a management/marketing masters with two dedicated analytics study-units rather than a business-analytics degree. Non-EU tuition is EUR 10,800 in year 1 with no fee in year 2; entry is a first-cycle degree with Second Class Honours or Category II equivalent.",2026-08-16,medium
B,Malta,Msida,University of Malta,public,Master of Science in Digital Games,"M.Sc., MQF/EQF Level 7",Institute of Digital Games,EN,18,90,October,13400,https://www.um.edu.mt/courses/overview/pmscdtgftt3-2026-7-o/,NOT_FOUND,NOT_FOUND,NOT_FOUND,180,conditional,University of Malta English language requirements for international applicants,no,yes,no,no,https://www.um.edu.mt/courses/overview/pmscdtgftt3-2026-7-o/,NOT_FOUND,"Interactive-media masters with design-and-analysis and design-and-technology streams; 60 ECTS taught plus 30 ECTS dissertation over three full-time semesters. Accepts bachelor degrees in IT, Engineering, Communications, Humanities or Social Sciences and requires a portfolio of recent works plus a motivation letter; non-EU tuition EUR 13,400 in year 1 with no fee in year 2.",2026-08-16,medium
A,Cyprus,Limassol,University of Limassol (formerly CIIM),private-accredited-by-state,MSc in Business Intelligence and Data Analytics,"MSc, accredited by CYQAA (Cyprus Agency of Quality Assurance and Accreditation) to Spring Semester 2027 and recognised by KYSATS",CIIM Business School / Department of Information Technologies,EN,14,90,NOT_FOUND,8930,https://www.uol.ac.cy/Tuition-Fees/,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,conditional,"IELTS 5.5 or TOEFL 550 paper / 250 computer, or a degree taught in English",no,no,no,yes - satisfactory quantitative skills evidenced by quantitative courses taken during the bachelor degree,https://www.uol.ac.cy/en/program/msc-bida-program,NOT_FOUND,"On-campus, English-taught, 90 ECTS over 14 months with core modules in database management, data mining, big data and Python that overlap the applicant's existing stack. EUR 8,930 is the total programme fee in the university's published 2026-2027 schedule, which does not list a separate non-EU rate.",2026-08-16,medium
A,Cyprus,Paphos,American University of Beirut - Mediterraneo (AUB Mediterraneo),private-accredited-by-state,Master of Science in Business Analytics (MSBA),"MS, accredited by CYQAA to Spring Semester 2028",Faculty of Business,EN,18,90,NOT_FOUND,19200,https://www.aubmed.ac.cy/Admissions/Pages/Graduate-Tuition-and-Financial-Assistance.aspx,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,no,NOT_FOUND,NOT_FOUND,https://www.aubmed.ac.cy/Pages/Master-of-Science-in-Business-Analytics.aspx,NOT_FOUND,"Tuition is charged at EUR 320 per ECTS, EUR 19,200 per 60-ECTS year on the 2025-2026 schedule PRIOR_CYCLE, and is not differentiated by nationality - the published discounts (10-20 percent AUB Europe Scholarship) apply only to EU/UK/EEA nationals, so a Tunisian applicant pays the full rate. Programme is 90 ECTS with an MSBA bootcamp prerequisite.",2026-08-16,medium
B,Cyprus,Nicosia,University of Nicosia,private-accredited-by-state,"Digital Media and Communications (MA, 1.5 Years or 3 Semesters)","Master of Arts, 2nd cycle; accredited by CYQAA to Fall Semester 2027","School of Humanities and Social Sciences, Department of Communications",EN,18,90,NOT_FOUND,9660,https://www.unic.ac.cy/wp-content/uploads/2026/07/UNIC-Nicosia-Tuition-Fees-Non-EU-EN-2026-2027.pdf,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,conditional,"IELTS 6.5, TOEFL iBT 79, or a first degree taught in English",no,no,no,no,https://www.unic.ac.cy/digital-media-and-communicationsma-1-5-years-or-3-semesters/,NOT_FOUND,"Non-EU rate is EUR 161 per ECTS, EUR 14,490 for the whole 90-ECTS programme; the figure recorded here is the 60-ECTS annual equivalent from the 2026-2027 non-EU schedule. Content is communications-led (digital media innovation, PR and advertising, social media management) with one production-oriented module, Digital Media Content, and admission needs only a bachelor degree from a recognised university.",2026-08-16,medium
B,Cyprus,Limassol,Cyprus University of Technology,public,MSc Interaction Design (joint programme with Tallinn University),"MSc, accredited by CYQAA to Spring Semester 2027",Department of Multimedia and Graphic Arts,EN,24,120,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,conditional,"IELTS 5.5 or above, TOEFL, CAE, CPE or FCE",no,no,no,no,https://www.cut.ac.cy/studies/masters/master-programmes/mga-gr-ide/,NOT_FOUND,"Fully online two-year, 120-ECTS joint degree with Tallinn University (Estonia), so it carries no residence or post-study work route in Cyprus. Entry is a bachelor in a related field with a minimum GPA of 6.5/10; tuition was not published on the programme page.",2026-08-16,low
A,Greece,Athens,Athens University of Economics and Business,public,MSc in Business Analytics,"MSc (Greek state postgraduate programme, PMS)",Department of Management Science and Technology,EN,18,NOT_FOUND,NOT_FOUND,7200,https://www.dept.aueb.gr/en/analytics,NOT_FOUND,2026-06-12 PRIOR_CYCLE,https://www.dept.aueb.gr/en/analytics,NOT_FOUND,NOT_FOUND,Verified advanced or excellent command of English (C1/C2),no,no,no,"curriculum is quantitative (Statistics for Business Analytics I and II, Large Scale Optimization, Python for Analytics and AI, Business Intelligence and Data Engineering)",https://www.dept.aueb.gr/en/analytics,NOT_FOUND,"EUR 7,200 is the total programme fee with no separate non-EU rate published; the full-time route is one year of coursework plus a thesis semester and the department maintains a dedicated international-students section covering student visas and residence permits. Two application rounds closed 17 April and 12 June 2026 PRIOR_CYCLE; requires two recommendation letters and a CV.",2026-08-16,medium
B,Greece,Thessaloniki,Aristotle University of Thessaloniki,public,"MA in Digital Media, Communication and Journalism","MA (Greek state postgraduate programme, PMS)",School of Journalism and Mass Media Communications,EN,12,90,NOT_FOUND,3000,https://media.jour.auth.gr/academic-policies/financial-policy/,NOT_FOUND,2026-09-11,https://media.jour.auth.gr/admissions/procedures/,NOT_FOUND,NOT_FOUND,"C1 minimum: IELTS 7.0, TOEFL iBT 110-120, TOEIC 880 or Cambridge CAE",no,no,no,no,https://media.jour.auth.gr/,NOT_FOUND,"Cheapest verified option in this territory at EUR 3,000 total, paid in three instalments, with three streams including Digital Media, Culture and Communication. The full fee waiver covering 30 percent of the intake is restricted to Greek nationals, and the accepted first-degree list is humanities/social-science led (Economics is included, Business Intelligence is not named).",2026-08-16,medium
