scholarship_name,funder,level,countries_covered,institutions_covered,tracks_eligible,covers,amount_eur_year,duration_covered,tunisia_eligible,other_eligibility,deadline,deadline_relative_to,application_route,url,verified_date,confidence
Bourse d'excellence Eiffel (France Excellence Eiffel),"Ministere de l'Europe et des Affaires etrangeres (France), managed by Campus France",national,France,"French higher education institutions - the institution, not the student, submits the application",both,partial,14400,Master M2 maximum 12 months; Master M1 maximum 24 months; engineering diplomas maximum 36 months,yes,"Open to non-French nationals; Campus France Tunisie names Eiffel as one of the two programmes financed directly by the French foreign ministry for foreign students ('25% de ces bourses sont financees directement par le ministere dans le cadre des programmes Eiffel (pour des etudes au niveau master ou doctorat) ou Major'). EUR 1,200 per month at master's level from January 2026, plus international and national transport, insurance, help finding housing and cultural activities; tuition fees are NOT covered. Application route is the blocking constraint: 'French institutions submit applications exclusively' - the student must first secure the support of the international relations office of a French institution, which then files the candidacy on the Campus France platform. Deadline for the current cycle was not stated on the Campus France page (updated 30 September 2025).",NOT_FOUND,before university application (the institution must agree to nominate before or alongside admission),apply via university,https://www.campusfrance.org/fr/la-bourse-france-excellence-eiffel,2026-08-16,medium
Programme de bourses IsDB-France,"Islamic Development Bank (IsDB), French Ministere de l'Europe et des Affaires etrangeres and Campus France",bilateral,France,French higher education institutions,both,tuition+stipend,8400 PRIOR_CYCLE,One complete study cycle (Licence 3 or Master),unclear,"Tunisia is named among the 42 eligible countries on the Campus France programme page, at Licence 3 and Master level, with government-scholar status (visa fees waived, tuition exemption, housing assistance, medical cover), EUR 700 per month and an economy return flight; 200 scholarships per year, of which the Campus France Tunisie brochure states 12 were allocated to Tunisia. LIVENESS NOT CONFIRMED: the only Campus France page still carrying the programme describes the 2020/2021 intake with an application window of 20-30 June 2020; the equivalent page on tunisie.campusfrance.org now returns 404; and the IsDB 2026-2027 scholarship programme list (https://www.isdb.org/scholarships/scholarship-programs) contains only four programmes, none of them IsDB-France. Do not rely on this scheme without direct confirmation from Campus France Tunisie or IsDB.",NOT_FOUND,before university application,apply direct (IsDB scholarship portal),https://www.liban.campusfrance.org/le-programme-de-bourses-isdb-france,2026-08-16,low
Master of Science Scholarship Programme (M.Sc.) for IsDB Least Developed Member Countries,Islamic Development Bank (IsDB),private,IsDB member countries only,"Universities in IsDB member countries ranked in the top 1,000 of the Times Higher Education ranking",both,tuition+stipend,NOT_FOUND,Two years maximum,no,"Two independent exclusions. First, the eligibility list in the official M.Sc. booklet reads 'Citizen of any of the 20 Least Developed member countries' - Tunisia is an IsDB member country but is not one of the 20 LDMCs, so it is outside the target group. Second, the Institutions of Study section reads 'The successful candidate for the program must secure admission at one of the IsDB member countries' universities listed in the top 1000 in the Times Higher Education Supplement (THES) ranking' - European destinations are therefore excluded regardless of nationality. Fields are limited to science, engineering, technology and medicine, and the age limit is 30.",NOT_FOUND,before university application,apply direct,https://www.isdb.org/sites/default/files/media/documents/2025-01/Booklet%20-%20MASTER%20OF%20SCIENCE%20SCHOLARSHIP%20FOR%20IsDB%20LEAST%20DEVELOPED%20MEMBER%20COUNTRIES.pdf,2026-08-16,high
Merit Scholarship Program for High Technology (MSP) for IsDB Member Countries,Islamic Development Bank (IsDB),private,IsDB member countries,"Universities in IsDB member countries in the top 1,000 of THE or QS; priority to countries with an IsDB cooperation agreement",both,tuition+stipend,NOT_FOUND,36 months PhD or 6-12 months post-doctoral research,no,"Not a master's scheme. The Fields of Study section of the official MSP booklet reads 'The program covers studies and research at two levels: (i) three-year or 36 months (about 3 years) Ph.D. study, and (ii) 6-12 months post-doctoral research.' Tunisia is an IsDB member country and would be nationality-eligible, but there is no master's track, and the Eligibility Requirements section further restricts it to 'scholars from MCs who are attached to educational, scientific, and technological institutions and research centers in their home countries', nominated institutionally rather than individually.",NOT_FOUND,before university application,apply direct,https://www.isdb.org/sites/default/files/media/documents/2025-01/Booklet%20-%20MERIT%20SCHOLARSHIP%20PROGRAM%20FOR%20HIGH%20TECHNOLOGY%20%28MSP%29%20FOR%20IsDB%20MEMBER%20COUNTRIES.pdf,2026-08-16,high
Aga Khan Foundation International Scholarship Programme (ISP),Aga Khan Foundation,private,"Afghanistan, Australia, Bangladesh, Egypt, India, Kenya, Kyrgyz Republic, Madagascar, Mozambique, New Zealand, Pakistan, Syria, Tajikistan, Tanzania, Uganda (plus Canada, Portugal and USA for applicants originating from those countries)","Any accredited university, master's prioritised",both,tuition+stipend,NOT_FOUND,Duration of the postgraduate programme,no,"Tunisia does not appear on the AKF ISP country list published on the programme page - awards are 'handled by contacts in countries where AKF ISP is available' and Tunisia is not among them. Structure noted for completeness: half grant and half loan, with 50 per cent of the award repayable; travel, clothing, furniture and family costs excluded. The 2026-2027 cycle is closed and the next cycle opens in early 2027.",NOT_FOUND,before university application,apply direct (AKF country office),https://the.akdn/our-agencies/aga-khan-foundation/international-scholarship-programme,2026-08-16,high
Mo Ibrahim Foundation scholarships (University of Birmingham MSc; Chatham House Academy Fellowship),Mo Ibrahim Foundation,private,United Kingdom,University of Birmingham; Chatham House,both,tuition+stipend,NOT_FOUND,Two-year MSc; ten-month fellowship,no,"Nationality-eligible but geographically out of scope. The scholarships page states 'the scholarships listed below are the only ones we currently offer and are for African nationals only' - a Tunisian national qualifies as an African national, but both awards are held in the United Kingdom (MSc in Governance and State-Building at the University of Birmingham; Academy Fellowship at Chatham House), which the brief excludes. The Foundation offers no continental-European award.",NOT_FOUND,before university application,apply direct,https://mo.ibrahim.foundation/scholarships,2026-08-16,high
Said Foundation Scholarship Programme,Said Foundation,private,United Kingdom,UK partner universities,both,tuition+stipend,NOT_FOUND,One-year master's,no,"Doubly excluded. The programme targets 'outstanding individuals with leadership potential who will be drivers of positive change within our target countries of Syria, Jordan, Lebanon and Palestine' - Tunisia is not a target country. Separately, 'We offer scholarships for one-year master's degree courses in the UK' and applications for study outside the UK are not considered.",NOT_FOUND,before university application,apply direct,https://www.saidfoundation.org/scholarships,2026-08-16,high
Fondation Hassan II pour les Marocains Residant a l'Etranger - programmes de bourses,Fondation Hassan II pour les Marocains Residant a l'Etranger (Morocco),private,Morocco and countries of residence of the Moroccan diaspora,NOT_FOUND,both,partial,NOT_FOUND,NOT_FOUND,no,"Verified as Morocco-only, as the remit asked. The foundation is a Moroccan public-interest institution created in 1990 whose statutory object is the Moroccan community resident abroad ('La Fondation Hassan II pour les MRE est une institution a but non lucratif ... Elle a pour objet' the Moroccan diaspora). Its programmes are addressed to Moroccan nationals and their children; there is no Tunisian eligibility route. Not to be confused with the separate Moroccan Fondation H2 'bourses de merite' (1,000 MAD/month), which is likewise Moroccan-only.",NOT_FOUND,before university application,apply direct,https://www.fh2mre.ma/,2026-08-16,high
OPEC Fund Scholarship Award,OPEC Fund for International Development (formerly OFID),private,"Any country worldwide (recent awardees studied in the UK, Belgium and the Netherlands)",Accredited universities worldwide,both,tuition+stipend,NOT_FOUND,"Master's degree, historically up to one year",unclear,"SUSPENDED. The official page states 'the OPEC Fund is currently restructuring its scholarship program and is not accepting applications at this time', so no current call, deadline or amount exists. The award historically supported 'outstanding young individuals from developing countries so that they are able to pursue graduate studies in a development-related field', with study permitted anywhere in the world, but no official country list naming Tunisia was found and the historical criterion excluding nationals of OPEC Fund member countries could not be confirmed on an official page. Fields were restricted to development-related disciplines.",NOT_FOUND,after university application,apply direct,https://opecfund.org/what-we-do/special-initiatives/scholarship,2026-08-16,low
Swiss Government Excellence Scholarships - Art Scholarships,"State Secretariat for Education, Research and Innovation (SERI), Switzerland",bilateral,Switzerland,Swiss universities of the arts,B,tuition+stipend,NOT_FOUND,Master's degree in an artistic field,unclear,"The only Swiss federal excellence scholarship that funds an initial master's is the Art Scholarship, and the SERI page states it is 'available to students from a limited number of countries only' without publishing the list at the time of checking. The Research Fellowship track is explicitly post-master's ('early career researchers ... who have already completed their Master's degree') and therefore does not qualify. SERI states 'Information on application deadlines and scholarship available by country of origin will be published here in August 2026' and 'Applications are open starting August 20, 2026', so Tunisia's inclusion for the 2027-28 cycle can only be confirmed after that publication. Applications are made through the Swiss embassy in the country of origin.",NOT_FOUND,before university application,apply direct (Swiss embassy in Tunis),https://www.sbfi.admin.ch/sbfi/en/home/education/scholarships-and-grants/swiss-government-excellence-scholarships.html,2026-08-16,low
