track,country,city,institution,institution_type,programme_name_exact,degree_awarded,faculty_or_school,language,duration_months,ects,intake_months,tuition_non_eu_per_year,tuition_source_url,living_cost_estimate_year,app_deadline_non_eu,app_deadline_source_url,min_prior_ects,accepts_3yr_bachelor,english_req,other_tests,portfolio_required,work_experience_required,quantitative_prereqs,programme_url,post_study_work_visa,fit_notes,verified_date,confidence,entry_requirement_note,entry_requirement_source_url,entry_requirement_note,entry_requirement_source_url
B,Czechia,Prague,Academy of Performing Arts in Prague - Film and TV School (FAMU),public,Photography (MA),MgA. (Master of Arts),FAMU International,EN,24,NOT_FOUND,10,9089 (220000 CZK; ECB rate 24.205 CZK/EUR of 2026-08-14),https://www.famu.cz/en/departments/famu-international-fi/tuition-fees/,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Taught in English; no published certificate threshold,Entrance examination and interview,yes,no,NOT_FOUND,https://www.famu.cz/en/applicants/masters-study-programs/,NOT_FOUND,Open to applicants holding a bachelor's degree or in their final bachelor year with substantial portfolio work. Applications for 2027/2028 open 2 November 2026 (Photography 2 October 2026); the school states fees include all shooting and workshop budgets.,2026-08-16,medium,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
A,Hungary,Budapest,Corvinus University of Budapest,private-accredited-by-state,Business Informatics,MSc,Corvinus University of Budapest,EN,24,120,9,7400,https://www.uni-corvinus.hu/post/landing-page/application/fees-and-costs/?lang=en,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,conditional,No English certificate required for most Corvinus master's programmes; proficiency assessed at the entrance interview,"Written entrance exam (100 minutes) testing analytical and quantitative reasoning, plus oral component",no,no,"Prerequisite credit table applies: 18-24 ECTS required across methodology, economics and business studies categories",https://www.uni-corvinus.hu/post/landing-page/masters/msc-in-business-informatics/?lang=en,NOT_FOUND,Entry is open to business graduates with relevant technical knowledge as well as IS/CS graduates. The 18-24 ECTS prerequisite table is the binding eligibility test rather than total ECTS.,2026-08-16,medium,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
A,Hungary,Budapest,Corvinus University of Budapest,private-accredited-by-state,Artificial Intelligence in Business,MSc,Corvinus University of Budapest,EN,12,60,9,10800 (5400 EUR per semester),https://www.uni-corvinus.hu/post/landing-page/application/fees-and-costs/?lang=en,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,conditional,No English certificate required for most Corvinus master's programmes; proficiency assessed at the entrance interview,Written entrance exam plus oral component,no,no,"Prerequisite credit table applies: 18-24 ECTS across methodology, economics and business studies",https://www.uni-corvinus.hu/post/landing-page/masters/msc-in-artificial-intelligence-in-business/?lang=en,NOT_FOUND,"One-year 60-ECTS MSc, which meets the brief's 60-ECTS master's floor. Start date September 2026 stated on the programme page.",2026-08-16,medium,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
A,Hungary,Budapest,Corvinus University of Budapest,private-accredited-by-state,Social Data Science,MSc,Corvinus University of Budapest,EN,12,60,9,10800 (5400 EUR per semester),https://www.uni-corvinus.hu/post/landing-page/application/fees-and-costs/?lang=en,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,conditional,No English certificate required for most Corvinus master's programmes; proficiency assessed at the entrance interview,Written entrance exam plus oral component,no,no,"Core courses include applied network science, causal inference and machine learning; prerequisite credit table applies",https://www.uni-corvinus.hu/post/landing-page/masters/msc-in-social-data-science/?lang=en,NOT_FOUND,"Applied machine-learning and statistics content maps onto the applicant's scikit-learn and Python base, though the framing is social rather than commercial analytics.",2026-08-16,medium,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
B,Hungary,Budapest,Corvinus University of Budapest,private-accredited-by-state,Communication and Media Studies,MA,Corvinus University of Budapest,EN,24,120,9,6800 (3400 EUR per semester),https://www.uni-corvinus.hu/post/landing-page/application/fees-and-costs/?lang=en,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,conditional,No English certificate required for most Corvinus master's programmes; proficiency assessed at the entrance interview,Written entrance exam plus oral component,no,no,NOT_FOUND,https://www.uni-corvinus.hu/post/landing-page/masters/ma-in-communication-and-media-studies/?lang=en,NOT_FOUND,"Curriculum includes Creative Industries and Digital Content Creation modules and a compulsory 90-hour internship, but the university states no distinct media-production track exists.",2026-08-16,medium,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
B,Hungary,Budapest,Moholy-Nagy University of Art and Design (MOME),private-accredited-by-state,Animation MA in English,MA degree,Moholy-Nagy University of Art and Design,EN,24,NOT_FOUND,9,10000 (5000 EUR per semester for non-EU/EEA citizens),https://mome.hu/en/application/animation-ma-in-english-application,NOT_FOUND,2026-04-30,https://mome.hu/en/application/animation-ma-in-english-application,NOT_FOUND,yes,"Minimum B2 English; no language certificate required, proficiency assessed at the entrance interview",Practical exam worth 99 of 100 admission points; pre-selection on portfolio,yes,no,NOT_FOUND,https://mome.hu/en/programmes/animation-ma-in-english,NOT_FOUND,"A university degree in any field is the only academic precondition and no prior specialised art education is required, so a 180-ECTS licence in Business Intelligence is eligible. Admission is decided almost entirely on portfolio and practical exam.",2026-08-16,high,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
B,Hungary,Budapest,Moholy-Nagy University of Art and Design (MOME),private-accredited-by-state,Interaction Design MA in English,MA degree,Moholy-Nagy University of Art and Design,EN,24,NOT_FOUND,9,10000 (5000 EUR per semester for non-EU/EEA citizens),https://mome.hu/en/application/interaction-design-ma-in-english-application,NOT_FOUND,2026-04-30,https://mome.hu/en/application/interaction-design-ma-in-english-application,NOT_FOUND,yes,"Minimum B2 English; no language certificate required, proficiency assessed at the entrance interview",Practical exam worth 99 of 100 admission points; pre-selection on portfolio,yes,no,NOT_FOUND,https://mome.hu/en/programmes/interaction-design-ma-in-english,NOT_FOUND,"A university degree in any field is the only academic precondition and no prior specialised art education is required, so a 180-ECTS licence in Business Intelligence is eligible. Admission is decided almost entirely on portfolio and practical exam.",2026-08-16,high,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
B,Hungary,Budapest,Moholy-Nagy University of Art and Design (MOME),private-accredited-by-state,Photography MA in English,MA degree,Moholy-Nagy University of Art and Design,EN,24,NOT_FOUND,9,10000 (5000 EUR per semester for non-EU/EEA citizens),https://mome.hu/en/application/photography-ma-in-english-application,NOT_FOUND,2026-04-30,https://mome.hu/en/application/photography-ma-in-english-application,NOT_FOUND,yes,"Minimum B2 English; no language certificate required, proficiency assessed at the entrance interview",Practical exam worth 99 of 100 admission points; pre-selection on portfolio,yes,no,NOT_FOUND,https://mome.hu/en/programmes/photography-ma-in-english,NOT_FOUND,"A university degree in any field is the only academic precondition and no prior specialised art education is required, so a 180-ECTS licence in Business Intelligence is eligible. Admission is decided almost entirely on portfolio and practical exam.",2026-08-16,high,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
B,Estonia,Tallinn,Estonian Academy of Arts (EKA),public,Animation MA,MA,Estonian Academy of Arts,EN,24,120,9,3800 (non-EU rate; EU/EEA rate is 3300; academic year 2026/27),https://www.artun.ee/en/admissions/masters/admission-fee/,NOT_FOUND,2026-03-02,https://www.artun.ee/en/admissions/masters/admissions/,NOT_FOUND,yes,"English at B2 level, certificate required",Application fee 80 EUR,yes,no,NOT_FOUND,https://www.artun.ee/en/curricula/animation/,NOT_FOUND,"120-ECTS MA in animated filmmaking that welcomes students from diverse educational backgrounds; portfolio-driven, matching the applicant's video and visual-content practice.",2026-08-16,high,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
B,Estonia,Tallinn,Estonian Academy of Arts (EKA),public,Interaction Design MA,MA,Estonian Academy of Arts,EN,24,120,9,4200 (non-EU rate; EU/EEA rate is 3200; academic year 2026/27),https://www.artun.ee/en/admissions/masters/admission-fee/,NOT_FOUND,2026-03-02,https://www.artun.ee/en/admissions/masters/admissions/,NOT_FOUND,yes,"English at B2 level, certificate required",Application fee 80 EUR,yes,no,NOT_FOUND,https://www.artun.ee/en/curricula/interaction-design/,NOT_FOUND,"No previous design background is required, so the Business Intelligence licence is eligible. Delivered as cycle studies on Thursday to Saturday rather than daily attendance.",2026-08-16,medium,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
B,Estonia,Tallinn,Tallinn University,public,Documentary Film,Master's degree,"Baltic Film, Media and Arts School (BFM)",EN,24,NOT_FOUND,9,4600 (2300 EUR per semester),https://www.tlu.ee/en/erialad,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,yes,Proof of English proficiency required,"Entrance exam: CV/portfolio 35 percent, interview 20 percent, creative assignment 35 percent, second interview 10 percent",yes,no,Applicants must have a personal camera for the creative assignment,https://www.tlu.ee/en/bfm/documentary-film,NOT_FOUND,Completed bachelor's degree in any field is the stated academic requirement; admission turns on portfolio and a filmed creative assignment. Next admissions round stated as 2026.,2026-08-16,medium,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
B,Estonia,Tallinn,Tallinn University,public,Communication Management,Master's degree,"Baltic Film, Media and Arts School (BFM)",EN,24,NOT_FOUND,9,4600 (2300 EUR per semester),https://www.tlu.ee/en/erialad,NOT_FOUND,2026-03-13,https://www.tlu.ee/en/bfm/communication-management,NOT_FOUND,yes,Proof of English proficiency required,"Entrance exam: motivation letter 50 percent, online interview 50 percent; minimum 70 points",no,no,NOT_FOUND,https://www.tlu.ee/en/bfm/communication-management,NOT_FOUND,"Strategic and intercultural communication rather than production. Non-EU deadline is two months earlier than the EU deadline, which is the binding date for a Tunisian applicant.",2026-08-16,medium,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
A,Lithuania,Vilnius,Vilnius University,public,Digital Marketing,Master's degree,Vilnius University Business School,EN,24,NOT_FOUND,9,6550,https://www.vu.lt/en/studies/master-studies/digital-marketing,NOT_FOUND,2026-05-01,https://www.vu.lt/en/studies/master-studies/digital-marketing,180,conditional,"IELTS Academic 6.5, TOEFL iBT 81, Cambridge 176, PTE 59 or equivalent B2; waived for degrees taught in English",Video-format motivation assessment and possible remote interview,no,no,Minimum 20 ECTS in Business/Public Management or Economics and an overall grade average of at least 70 percent,https://www.vu.lt/en/studies/master-studies/digital-marketing,NOT_FOUND,"Includes Web and Social Media Analytics. Two hard filters for this applicant: at least 20 ECTS in business/economics from the licence, and a gap of no more than five years since the bachelor for non-EU applicants.",2026-08-16,high,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
A,Lithuania,Vilnius,Vilnius University,public,Strategic Management of Information Systems,Master's degree,Faculty of Economics and Business Administration,EN,24,NOT_FOUND,9,5460,https://www.vu.lt/en/studies/master-studies/strategic-management-of-information-systems,NOT_FOUND,2026-05-01,https://www.vu.lt/en/studies/master-studies/strategic-management-of-information-systems,180,conditional,"IELTS Academic 6.5, TOEFL iBT 81, Cambridge 176, PTE 59 or equivalent B2; waived for degrees taught in English",Two references and a motivation letter required,no,preferred,"Minimum 20 ECTS in microeconomics, macroeconomics or econometrics, or at least three years of verified professional experience; overall grade average at least 60 percent",https://www.vu.lt/en/studies/master-studies/strategic-management-of-information-systems,NOT_FOUND,Business-faculty information-systems master. The 20-ECTS economics prerequisite is the decisive eligibility question for an Esprit Business Intelligence licence.,2026-08-16,high,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
A,Slovenia,Ljubljana,"University of Ljubljana, School of Economics and Business",public,Business Informatics,MSc,School of Economics and Business (EF),EN,24,120,10,"4700 (academic year 2026/2027; payable by non-EU citizens, EU citizens are exempt from full-time tuition)",https://www.ef.uni-lj.si/en/study/masters-programmes/fees-and-price-list,NOT_FOUND,2026-06-30,https://www.ef.uni-lj.si/en/study/masters-programmes/business-informatics,180,yes,NOT_FOUND,NOT_FOUND,no,no,Candidates from unrelated fields must complete 12 additional ECTS in Microeconomics and Introduction to Business,https://www.ef.uni-lj.si/en/study/masters-programmes/business-informatics,NOT_FOUND,"The programme page states explicitly that a first-cycle degree of at least 180 ECTS in a relevant field is sufficient, which removes the 240-ECTS risk. Curriculum names business analytics and digitalisation.",2026-08-16,high,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
A,Croatia,Zagreb,Algebra Bernays University,private-accredited-by-state,Data Science,"Data Science specialisation of the Professional Graduate Study Programme in Applied Computer Engineering; academic title mag. ing. comp. (Professional Master in Computer Engineering, sub-specialization in Data Science)",Algebra Bernays University,EN,24,120,10,5490 (rate for holders of an undergraduate degree from another institution; 5280 for Algebra graduates; academic year 2025/2026) PRIOR_CYCLE,https://www.algebra.hr/sveuciliste/en/admissions/tuition-fee/tuition-fees-2025-2026/tuition-fees-for-international-students-outside-eu-eaa/,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,English language requirements published at https://www.algebra.hr/sveuciliste/en/admissions/english-language-requirements/,NOT_FOUND,no,no,NOT_FOUND,https://www.algebra.hr/sveuciliste/en/graduate-study-programmes/data-science/,NOT_FOUND,"Advanced analytics, machine learning, computer vision, big-data techniques and data visualisation applied to business contexts, a close fit to the applicant's Power BI and scikit-learn base. Delivery is blended (online plus campus) or fully online; an optional dual degree with Goldsmiths, University of London is offered alongside the Croatian degree.",2026-08-16,medium,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
A,Croatia,Zagreb,Algebra Bernays University,private-accredited-by-state,Digital Marketing,Graduate Study Programme - Digital Marketing,Algebra Bernays University,EN,NOT_FOUND,NOT_FOUND,10,5490 (rate for holders of an undergraduate degree from another institution; 5280 for Algebra graduates; academic year 2025/2026) PRIOR_CYCLE,https://www.algebra.hr/sveuciliste/en/admissions/tuition-fee/tuition-fees-2025-2026/tuition-fees-for-international-students-outside-eu-eaa/,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,English language requirements published at https://www.algebra.hr/sveuciliste/en/admissions/english-language-requirements/,NOT_FOUND,no,no,NOT_FOUND,https://www.algebra.hr/sveuciliste/en/graduate-study-programmes/digital-marketing/,NOT_FOUND,"Marketing-analytics oriented graduate programme delivered entirely in English. Delivery is blended (online plus campus) or fully online; an optional dual degree with Goldsmiths, University of London is offered alongside the Croatian degree.",2026-08-16,low,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
A,Croatia,Zagreb,Algebra Bernays University,private-accredited-by-state,Economics of Digital Business,Graduate Study Programme - Economics of Digital Business,Algebra Bernays University,EN,NOT_FOUND,NOT_FOUND,10,5490 (rate for holders of an undergraduate degree from another institution; 5280 for Algebra graduates; academic year 2025/2026) PRIOR_CYCLE,https://www.algebra.hr/sveuciliste/en/admissions/tuition-fee/tuition-fees-2025-2026/tuition-fees-for-international-students-outside-eu-eaa/,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,English language requirements published at https://www.algebra.hr/sveuciliste/en/admissions/english-language-requirements/,NOT_FOUND,no,no,NOT_FOUND,https://www.algebra.hr/sveuciliste/en/graduate-study-programmes/economics-of-digital-business/,NOT_FOUND,"Digital-business economics graduate programme delivered entirely in English. Delivery is blended (online plus campus) or fully online; an optional dual degree with Goldsmiths, University of London is offered alongside the Croatian degree.",2026-08-16,low,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
A,Romania,Bucharest,Bucharest University of Economic Studies (ASE),public,Master of Business Analytics,Master's degree,Faculty of Business Administration in Foreign Languages (FABIZ),EN,24,120,10,"4500 (non-EU citizens, academic year 2025/2026) PRIOR_CYCLE",https://en.ase.ro/index_en.asp?page=fees,NOT_FOUND,2026-08-31,https://analytics.fabiz.ase.ro/,180,yes,NOT_FOUND,Non-EU applicants must have graduated in 2023 or later,no,no,No prior analytics background required,https://analytics.fabiz.ase.ro/,NOT_FOUND,"Two admission windows (16-20 July 2026 and 28-31 August 2026), classes start 1 October. Non-EU admission fee is 450 EUR. The recency rule (graduation 2023 or later) is a real constraint for a mid-2027 graduate but works in the applicant's favour.",2026-08-16,medium,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
A,Romania,Cluj-Napoca,Babes-Bolyai University (UBB),public,Business Modeling and Distributed Computing,Master's degree,Faculty of Economics and Business Administration (FSEGA),EN,24,120,10,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,180,NOT_FOUND,NOT_FOUND,NOT_FOUND,no,no,NOT_FOUND,https://www.ubbcluj.ro/en/programe_academice/masterat/,NOT_FOUND,"Listed in the UBB register of accredited master's programmes as English-language, full-time, 120 credits. Non-EU tuition is published only through a faculty/year dropdown that could not be resolved.",2026-08-16,low,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
B,Romania,Cluj-Napoca,Babes-Bolyai University (UBB),public,Documentary Filmmaking,Master's degree,Faculty of Theatre and Film,EN,24,120,10,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,180,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,no,NOT_FOUND,https://www.ubbcluj.ro/en/programe_academice/masterat/,NOT_FOUND,"Documentary production master in the Faculty of Theatre and Film, listed as English-language, full-time, 120 credits. Non-EU tuition is published only through a faculty/year dropdown that could not be resolved.",2026-08-16,low,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
B,Romania,Cluj-Napoca,Babes-Bolyai University (UBB),public,Digital Interactive Arts,Master's degree,Faculty of Theatre and Film,EN,24,120,10,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,180,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,no,NOT_FOUND,https://www.ubbcluj.ro/en/programe_academice/masterat/,NOT_FOUND,"Interactive/digital arts master in the Faculty of Theatre and Film, listed as English-language, full-time, 120 credits. Non-EU tuition is published only through a faculty/year dropdown that could not be resolved.",2026-08-16,low,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
